CDS	UCE	coding_UCE	nocoding_UCE
0.141568938	0	0	0
2.491613315	4.222079506	4.340729937	4.207702726
4.332009513	9.851518846	0	11.04521966
1.840396198	2.345599725	0	2.629814204
2.604868465	1.87647978	8.681459874	1.051925681
1.840396198	2.81471967	8.681459874	2.103851363
0.962668781	1.407359835	4.340729937	1.051925681
0.339765452	0	0	0
12.68457687	16.41919808	4.340729937	17.88273658
1.189179082	2.345599725	4.340729937	2.103851363
1.868709986	1.87647978	0	2.103851363
1.21749287	0.93823989	0	1.051925681
3.850675122	3.75295956	0	4.207702726
1.528944534	0.93823989	0	1.051925681
0.990982568	0	0	0
0.028313788	0	0	0
4.388637088	5.629439341	4.340729937	5.785591248
3.539223458	7.975039066	8.681459874	7.889442611
4.841657691	6.567679231	4.340729937	6.837516929
0.113255151	0	0	0
0.594589541	0.469119945	0	0.525962841
1.981965137	2.81471967	0	3.155777044
1.274120445	1.407359835	0	1.577888522
1.953651349	2.81471967	4.340729937	2.629814204
1.557258322	0.469119945	0	0.525962841
3.369340732	7.036799176	0	7.889442611
0.707844692	1.407359835	0	1.577888522
2.095220287	3.283839615	0	3.681739885
0.934354993	3.283839615	0	3.681739885
1.047610144	3.283839615	0	3.681739885
4.077185424	3.75295956	4.340729937	3.681739885
0.283137877	0.469119945	0	0.525962841
3.142830431	10.78975874	0	12.09714534
0.84941363	0.93823989	0	1.051925681
1.019296356	0.93823989	4.340729937	0.525962841
0.594589541	0.469119945	0	0.525962841
3.142830431	3.283839615	0	3.681739885
0.962668781	1.407359835	8.681459874	0.525962841
2.91632013	2.81471967	4.340729937	2.629814204
5.294678293	3.283839615	0	3.681739885
4.162126787	7.975039066	8.681459874	7.889442611
0.283137877	0.469119945	0	0.525962841
36.4964723	49.72671418	30.38510956	52.07032123
2.095220287	2.81471967	0	3.155777044
0.169882726	0	0	0
0.707844692	1.407359835	4.340729937	1.051925681
1.783768623	4.691199451	13.02218981	3.681739885
12.48638036	18.7647978	4.340729937	20.51255079
1.104237719	0.93823989	8.681459874	0
0.537961966	2.345599725	0	2.629814204
2.463299527	2.81471967	13.02218981	1.577888522
0.792786055	0.469119945	0	0.525962841
1.132551507	1.87647978	4.340729937	1.577888522
1.69882726	2.81471967	4.340729937	2.629814204
0.198196514	0.93823989	0	1.051925681
0.283137877	0	0	0
0.169882726	0.93823989	0	1.051925681
0.226510301	0	0	0
1.472316959	3.283839615	0	3.681739885
1.019296356	1.407359835	4.340729937	1.051925681
24.06671952	37.99871555	17.36291975	40.49913874
4.3603233	5.629439341	0	6.311554089
3.284399369	3.283839615	0	3.681739885
2.972947705	2.345599725	0	2.629814204
3.312713157	5.160319396	8.681459874	4.733665567
2.350044376	1.87647978	4.340729937	1.577888522
3.001261492	6.098559286	4.340729937	6.311554089
2.888006342	7.036799176	0	7.889442611
0.396393027	0.93823989	0	1.051925681
3.057889068	4.222079506	8.681459874	3.681739885
0.651217116	1.407359835	0	1.577888522
14.9213661	21.11039753	13.02218981	22.09043931
1.613885897	1.87647978	0	2.103851363
1.613885897	1.407359835	4.340729937	1.051925681
1.387375596	2.81471967	4.340729937	2.629814204
1.472316959	2.345599725	0	2.629814204
0.509648178	0.93823989	0	1.051925681
0.084941363	0.469119945	0	0.525962841
1.132551507	1.407359835	4.340729937	1.051925681
2.91632013	3.75295956	8.681459874	3.155777044
0.84941363	1.87647978	0	2.103851363
1.104237719	1.407359835	4.340729937	1.051925681
0.84941363	0.93823989	0	1.051925681
0.028313788	0.469119945	0	0.525962841
6.540484951	14.07359835	8.681459874	14.72695954
3.001261492	3.75295956	0	4.207702726
0.48133439	0.93823989	0	1.051925681
1.302434233	4.222079506	0	4.733665567
0.736158479	0.469119945	0	0.525962841
3.171144218	6.567679231	13.02218981	5.785591248
0.084941363	0	0	0
0.594589541	0.93823989	0	1.051925681
0.622903329	0.93823989	0	1.051925681
7.446526156	12.66623852	0	14.2009967
1.189179082	0.93823989	0	1.051925681
4.048871636	6.567679231	0	7.36347977
4.416950876	7.975039066	0	8.941368292
2.576554678	4.691199451	13.02218981	3.681739885
1.160865294	1.407359835	4.340729937	1.051925681
2.208475438	5.629439341	0	6.311554089
0.877727418	0.93823989	0	1.051925681
0.622903329	0.93823989	0	1.051925681
9.513432655	25.80159698	21.70364969	26.29814204
1.557258322	0.93823989	0	1.051925681
0.339765452	0.93823989	0	1.051925681
2.265103013	1.407359835	0	1.577888522
1.33074802	1.407359835	4.340729937	1.051925681
3.822361335	6.567679231	4.340729937	6.837516929
1.075923931	0.93823989	0	1.051925681
0.113255151	0	0	0
0.509648178	0.469119945	0	0.525962841
3.454282095	4.222079506	8.681459874	3.681739885
0.990982568	0.93823989	8.681459874	0
0.906041205	1.87647978	0	2.103851363
1.189179082	0.93823989	0	1.051925681
1.274120445	4.222079506	13.02218981	3.155777044
9.541746443	6.567679231	13.02218981	5.785591248
0.84941363	1.407359835	0	1.577888522
1.755454835	2.345599725	4.340729937	2.103851363
1.387375596	2.81471967	0	3.155777044
5.266364506	6.098559286	4.340729937	6.311554089
1.585572109	1.87647978	0	2.103851363
0.792786055	1.407359835	13.02218981	0
2.378358164	4.222079506	8.681459874	3.681739885
0.906041205	1.87647978	0	2.103851363
1.274120445	2.345599725	17.36291975	0.525962841
11.89179082	12.66623852	8.681459874	13.14907102
4.615147389	6.567679231	4.340729937	6.837516929
3.341026944	4.222079506	4.340729937	4.207702726
0.141568938	0	0	0
2.803064979	4.222079506	4.340729937	4.207702726
2.576554678	1.407359835	4.340729937	1.051925681
0.906041205	2.345599725	8.681459874	1.577888522
2.123534075	2.81471967	0	3.155777044
1.444003171	3.75295956	4.340729937	3.681739885
1.897023774	1.407359835	0	1.577888522
1.160865294	1.87647978	4.340729937	1.577888522
2.293416801	2.81471967	4.340729937	2.629814204
0.821099842	0.469119945	4.340729937	0
3.539223458	5.629439341	17.36291975	4.207702726
3.39765452	2.81471967	0	3.155777044
0.707844692	0.93823989	0	1.051925681
0.622903329	0	0	0
2.434985739	2.345599725	8.681459874	1.577888522
374.3082729	929.7957311	399.3471542	994.069769
1.047610144	1.87647978	0	2.103851363
0.36807924	0	0	0
1.245806657	2.81471967	4.340729937	2.629814204
2.151847863	2.81471967	4.340729937	2.629814204
1.132551507	0.469119945	0	0.525962841
4.671774965	7.036799176	0	7.889442611
2.859692554	1.87647978	0	2.103851363
1.019296356	1.87647978	4.340729937	1.577888522
2.208475438	3.75295956	8.681459874	3.155777044
0.622903329	0.469119945	0	0.525962841
2.095220287	7.505919121	13.02218981	6.837516929
1.359061808	3.75295956	8.681459874	3.155777044
0.962668781	2.345599725	4.340729937	2.103851363
1.274120445	0.469119945	4.340729937	0
11.07069098	17.35743797	26.04437962	16.30484806
9.82488432	10.32063879	13.02218981	9.993293974
0.283137877	0	0	0
0.764472267	0.93823989	0	1.051925681
2.321730589	2.345599725	0	2.629814204
1.047610144	0.93823989	8.681459874	0
0.792786055	1.407359835	4.340729937	1.051925681
1.69882726	1.87647978	0	2.103851363
2.18016165	1.87647978	0	2.103851363
0.36807924	0.469119945	0	0.525962841
0.169882726	0.469119945	0	0.525962841
0.566275753	0.93823989	0	1.051925681
1.557258322	1.87647978	0	2.103851363
1.642199685	2.345599725	0	2.629814204
2.774751191	2.345599725	4.340729937	2.103851363
2.633182253	3.75295956	8.681459874	3.155777044
2.689809828	5.629439341	0	6.311554089
5.238050718	7.036799176	0	7.889442611
2.350044376	4.222079506	8.681459874	3.681739885
0.056627575	0	0	0
2.378358164	4.222079506	0	4.733665567
0.396393027	0.469119945	4.340729937	0
1.925337561	4.222079506	4.340729937	4.207702726
1.104237719	0	0	0
1.444003171	2.345599725	13.02218981	1.051925681
0.906041205	0.93823989	4.340729937	0.525962841
1.557258322	1.87647978	4.340729937	1.577888522
0.169882726	0	0	0
1.585572109	2.345599725	0	2.629814204
2.208475438	4.691199451	4.340729937	4.733665567
2.208475438	4.222079506	4.340729937	4.207702726
0.283137877	0	0	0
1.33074802	1.407359835	4.340729937	1.051925681
1.925337561	1.407359835	4.340729937	1.051925681
3.256085581	4.222079506	0	4.733665567
1.585572109	3.283839615	4.340729937	3.155777044
1.727141048	1.407359835	4.340729937	1.051925681
0.141568938	0.93823989	0	1.051925681
0.736158479	0.469119945	0	0.525962841
6.79530904	13.13535846	0	14.72695954
2.604868465	2.81471967	0	3.155777044
1.387375596	1.87647978	0	2.103851363
0.424706815	1.407359835	8.681459874	0.525962841
1.897023774	2.345599725	0	2.629814204
1.047610144	0.469119945	0	0.525962841
0.651217116	0	0	0
0.764472267	0.469119945	0	0.525962841
2.293416801	1.87647978	0	2.103851363
0.736158479	0	0	0
1.472316959	2.345599725	0	2.629814204
4.813343903	10.78975874	8.681459874	11.04521966
3.312713157	4.691199451	4.340729937	4.733665567
5.407933444	7.975039066	13.02218981	7.36347977
1.132551507	1.407359835	4.340729937	1.051925681
5.039854204	4.691199451	0	5.259628407
3.001261492	7.036799176	4.340729937	7.36347977
0.028313788	0.469119945	0	0.525962841
0.141568938	0	0	0
2.604868465	1.87647978	4.340729937	1.577888522
0.679530904	0.93823989	0	1.051925681
2.350044376	3.75295956	8.681459874	3.155777044
0.707844692	0.93823989	0	1.051925681
4.983226629	8.913278956	0	9.993293974
2.010278924	0.93823989	4.340729937	0.525962841
0.990982568	0.469119945	0	0.525962841
2.803064979	4.222079506	4.340729937	4.207702726
4.162126787	10.78975874	4.340729937	11.5711825
0.283137877	0	0	0
1.557258322	3.75295956	0	4.207702726
0.254824089	0	0	0
1.415689383	0.93823989	4.340729937	0.525962841
1.415689383	1.407359835	4.340729937	1.051925681
4.615147389	6.098559286	0	6.837516929
2.434985739	4.691199451	0	5.259628407
10.95743583	13.60447841	13.02218981	13.67503386
21.97149923	22.04863742	13.02218981	23.14236499
2.604868465	7.975039066	0	8.941368292
0.141568938	0.93823989	0	1.051925681
2.265103013	3.75295956	13.02218981	2.629814204
0	0	0	0
0.36807924	0	0	0
0.283137877	0.93823989	0	1.051925681
0.594589541	1.407359835	0	1.577888522
1.585572109	1.87647978	0	2.103851363
2.604868465	3.283839615	4.340729937	3.155777044
0.990982568	1.87647978	8.681459874	1.051925681
0.311451664	0.93823989	0	1.051925681
0.622903329	1.407359835	0	1.577888522
1.925337561	2.345599725	4.340729937	2.103851363
2.689809828	2.81471967	4.340729937	2.629814204
2.208475438	3.75295956	4.340729937	3.681739885
1.642199685	0.93823989	8.681459874	0
0.792786055	0.469119945	0	0.525962841
0.424706815	0.93823989	0	1.051925681
0.36807924	0.93823989	0	1.051925681
0.509648178	0.93823989	0	1.051925681
1.613885897	2.345599725	4.340729937	2.103851363
1.500630746	1.87647978	0	2.103851363
3.652478609	7.505919121	4.340729937	7.889442611
33.35364187	45.97375462	30.38510956	47.86261851
1.528944534	3.283839615	4.340729937	3.155777044
0.113255151	0	0	0
2.434985739	2.345599725	8.681459874	1.577888522
1.415689383	1.87647978	0	2.103851363
7.27664343	16.41919808	17.36291975	16.30484806
11.0140634	10.78975874	17.36291975	9.993293974
0.792786055	0.93823989	4.340729937	0.525962841
1.472316959	3.283839615	0	3.681739885
0.056627575	0	0	0
1.444003171	0.93823989	0	1.051925681
5.068167992	6.567679231	4.340729937	6.837516929
1.727141048	3.283839615	4.340729937	3.155777044
5.124795567	5.160319396	0	5.785591248
1.783768623	2.345599725	0	2.629814204
1.840396198	3.75295956	4.340729937	3.681739885
2.236789226	4.222079506	0	4.733665567
3.199458006	4.222079506	4.340729937	4.207702726
0.424706815	0	0	0
0.906041205	1.87647978	4.340729937	1.577888522
2.463299527	1.407359835	0	1.577888522
1.132551507	1.407359835	4.340729937	1.051925681
5.181423143	5.160319396	0	5.785591248
5.322992081	7.505919121	4.340729937	7.889442611
0.622903329	0.469119945	0	0.525962841
0.339765452	0.93823989	0	1.051925681
7.106760704	7.505919121	0	8.415405452
0.906041205	0.93823989	0	1.051925681
1.160865294	3.283839615	0	3.681739885
0.84941363	1.87647978	4.340729937	1.577888522
16.28042791	27.67807676	21.70364969	28.4019934
1.783768623	1.407359835	0	1.577888522
5.266364506	13.13535846	13.02218981	13.14907102
0.509648178	0.93823989	0	1.051925681
2.689809828	3.283839615	4.340729937	3.155777044
0.651217116	0.93823989	0	1.051925681
0.707844692	0.469119945	0	0.525962841
1.019296356	1.87647978	13.02218981	0.525962841
2.888006342	4.691199451	13.02218981	3.681739885
0.283137877	0.93823989	4.340729937	0.525962841
0.48133439	0	0	0
0.396393027	0	0	0
0.84941363	1.87647978	0	2.103851363
3.057889068	6.567679231	0	7.36347977
0.537961966	0.93823989	8.681459874	0
2.236789226	3.283839615	4.340729937	3.155777044
1.104237719	1.407359835	0	1.577888522
2.91632013	6.098559286	8.681459874	5.785591248
1.528944534	2.345599725	8.681459874	1.577888522
0.566275753	0.93823989	0	1.051925681
3.369340732	7.975039066	4.340729937	8.415405452
0.764472267	1.407359835	0	1.577888522
1.189179082	2.81471967	8.681459874	2.103851363
11.63696673	14.07359835	0	15.77888522
2.888006342	2.345599725	0	2.629814204
0.792786055	0.93823989	0	1.051925681
1.472316959	0.469119945	0	0.525962841
2.350044376	3.283839615	4.340729937	3.155777044
1.585572109	1.407359835	0	1.577888522
1.104237719	0.469119945	4.340729937	0
2.350044376	4.691199451	0	5.259628407
0.906041205	0.93823989	0	1.051925681
5.606129958	9.851518846	0	11.04521966
5.294678293	13.60447841	8.681459874	14.2009967
2.774751191	7.036799176	17.36291975	5.785591248
4.530206026	5.160319396	8.681459874	4.733665567
2.095220287	1.407359835	0	1.577888522
3.51090967	5.160319396	8.681459874	4.733665567
55.41008246	64.26943247	39.06656943	67.32324361
14.58160065	22.04863742	30.38510956	21.03851363
4.332009513	4.222079506	0	4.733665567
1.868709986	3.75295956	8.681459874	3.155777044
2.0669065	1.407359835	0	1.577888522
2.972947705	3.283839615	0	3.681739885
0.198196514	0	0	0
4.586833602	3.75295956	4.340729937	3.681739885
1.104237719	0.469119945	0	0.525962841
4.785030115	8.444159011	8.681459874	8.415405452
0.113255151	0.469119945	0	0.525962841
0.764472267	0.469119945	4.340729937	0
2.576554678	3.283839615	0	3.681739885
1.019296356	0.93823989	0	1.051925681
1.472316959	1.407359835	8.681459874	0.525962841
1.755454835	2.81471967	4.340729937	2.629814204
0.36807924	0.469119945	0	0.525962841
3.51090967	6.567679231	4.340729937	6.837516929
7.191702067	9.851518846	4.340729937	10.51925681
10.13633598	12.19711857	8.681459874	12.62310818
2.038592712	0.469119945	0	0.525962841
1.613885897	0.93823989	0	1.051925681
1.69882726	0	0	0
0.113255151	0	0	0
6.936877978	11.72799863	13.02218981	11.5711825
3.709106184	4.691199451	4.340729937	4.733665567
0.707844692	0.469119945	0	0.525962841
11.94841839	16.88831802	8.681459874	17.88273658
8.154370848	9.382398901	4.340729937	9.993293974
3.425968307	7.975039066	0	8.941368292
2.321730589	3.283839615	0	3.681739885
3.02957528	4.222079506	8.681459874	3.681739885
2.831378767	4.691199451	13.02218981	3.681739885
10.1080222	13.60447841	4.340729937	14.72695954
2.151847863	2.81471967	0	3.155777044
1.500630746	1.87647978	0	2.103851363
7.106760704	8.913278956	13.02218981	8.415405452
0.141568938	0	0	0
8.12605706	7.975039066	4.340729937	8.415405452
0.84941363	1.87647978	8.681459874	1.051925681
0	0	0	0
2.746437404	3.75295956	0	4.207702726
2.123534075	3.75295956	4.340729937	3.681739885
0.594589541	0.469119945	0	0.525962841
1.783768623	4.222079506	13.02218981	3.155777044
0.311451664	0	0	0
0.36807924	0.469119945	0	0.525962841
4.756716328	3.75295956	4.340729937	3.681739885
1.160865294	0.469119945	4.340729937	0
4.275381937	9.382398901	8.681459874	9.467331133
3.737419972	6.567679231	4.340729937	6.837516929
0.962668781	1.87647978	0	2.103851363
5.94589541	5.160319396	0	5.785591248
1.387375596	1.407359835	0	1.577888522
3.425968307	3.283839615	8.681459874	2.629814204
0.537961966	0.469119945	4.340729937	0
3.595851033	7.036799176	13.02218981	6.311554089
4.700088752	5.160319396	4.340729937	5.259628407
0.339765452	0	0	0
0.424706815	0.469119945	0	0.525962841
3.709106184	7.036799176	4.340729937	7.36347977
0.424706815	0	0	0
3.87898891	3.283839615	0	3.681739885
0.36807924	0.93823989	4.340729937	0.525962841
6.144091923	6.567679231	4.340729937	6.837516929
2.010278924	3.283839615	0	3.681739885
1.500630746	0.93823989	0	1.051925681
4.954912841	11.25887868	8.681459874	11.5711825
0.056627575	0	0	0
0.056627575	0	0	0
1.472316959	1.407359835	0	1.577888522
0.169882726	0.469119945	0	0.525962841
9.428491292	12.19711857	8.681459874	12.62310818
1.359061808	0.93823989	0	1.051925681
1.755454835	1.407359835	4.340729937	1.051925681
